,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
502,2023,SE,Full-time,Data Scientist,175000,US,0,US,Medium
503,2023,SE,Full-time,Data Engineer,230000,US,0,US,Medium
504,2023,SE,Full-time,Data Engineer,124500,US,0,US,Medium
507,2023,SE,Full-time,Data Analyst,175000,US,0,US,Medium
509,2023,SE,Full-time,Data Analyst,148700,US,0,US,Medium
510,2023,SE,Full-time,Data Analyst,125600,US,0,US,Medium
513,2023,SE,Full-time,Research Scientist,200000,US,0,US,Medium
514,2023,SE,Full-time,Research Scientist,150000,US,0,US,Medium
515,2023,EN,Full-time,Research Engineer,160000,US,0,US,Medium
516,2023,EN,Full-time,Research Engineer,120000,US,0,US,Medium
517,2023,SE,Full-time,Data Analyst,185000,US,100,US,Medium
518,2023,SE,Full-time,Data Analyst,120250,US,100,US,Medium
520,2023,SE,Full-time,Data Scientist,183000,US,100,US,Medium
521,2023,SE,Full-time,Data Architect,170000,US,100,US,Medium
522,2023,SE,Full-time,Data Architect,125000,US,100,US,Medium
525,2023,SE,Full-time,Research Scientist,250000,US,0,US,Medium
527,2023,MI,Full-time,Machine Learning Engineer,135000,US,50,US,Large
528,2023,SE,Full-time,AI Scientist,423834,IL,0,IL,Large
529,2023,SE,Full-time,Machine Learning Engineer,216000,US,100,US,Medium
530,2023,SE,Full-time,Machine Learning Engineer,184000,US,100,US,Medium
531,2023,SE,Full-time,Data Engineer,180000,US,100,US,Medium
532,2023,SE,Full-time,Data Engineer,165000,US,100,US,Medium
537,2023,MI,Full-time,Data Engineer,143865,US,0,US,Medium
538,2023,MI,Full-time,Data Engineer,115092,US,0,US,Medium
539,2023,MI,Full-time,Machine Learning Engineer,130000,US,0,US,Medium
540,2023,MI,Full-time,Machine Learning Engineer,90000,US,0,US,Medium
541,2023,SE,Full-time,Data Scientist,173000,US,100,US,Medium
542,2023,SE,Full-time,Data Scientist,132000,US,100,US,Medium
543,2023,SE,Full-time,Data Analyst,208049,US,0,US,Medium
544,2023,SE,Full-time,Data Analyst,128500,US,0,US,Medium
547,2023,SE,Full-time,Data Engineer,167500,US,0,US,Medium
548,2023,SE,Full-time,Data Engineer,106500,US,0,US,Medium
551,2023,MI,Full-time,Data Engineer,149600,US,0,US,Medium
552,2023,MI,Full-time,Data Engineer,102000,US,0,US,Medium
554,2023,EX,Full-time,Data Scientist,100000,US,0,US,Medium
555,2023,SE,Full-time,Data Analyst,190000,US,100,US,Medium
556,2023,SE,Full-time,Data Analyst,95000,US,100,US,Medium
558,2023,SE,Full-time,Data Analyst,106800,US,0,US,Medium
559,2023,MI,Full-time,Data Scientist,96578,IE,0,IE,Medium
560,2023,MI,Full-time,Data Scientist,80481,IE,0,IE,Medium
561,2023,MI,Full-time,Data Analyst,128000,US,0,US,Medium
562,2023,MI,Full-time,Data Analyst,85000,US,0,US,Medium
563,2023,MI,Full-time,Data Engineer,151000,US,0,US,Medium
564,2023,MI,Full-time,Data Engineer,140000,US,0,US,Medium
567,2023,SE,Full-time,Machine Learning Scientist,220000,US,0,US,Medium
568,2023,SE,Full-time,Machine Learning Scientist,170000,US,0,US,Medium
573,2023,EN,Full-time,Autonomous Vehicle Technician,7000,GH,0,GH,Small
574,2023,EN,Full-time,Applied Machine Learning Scientist,42923,DE,50,DE,Medium
575,2023,SE,Full-time,Data Engineer,160000,CA,100,CA,Medium
576,2023,SE,Full-time,Data Engineer,145000,CA,100,CA,Medium
577,2023,MI,Full-time,Data Analyst,154000,US,0,US,Medium
578,2023,MI,Full-time,Data Analyst,143000,US,0,US,Medium
579,2023,MI,Full-time,Data Scientist,78990,GB,0,GB,Medium
580,2023,MI,Full-time,Data Scientist,51039,GB,0,GB,Medium
581,2023,EN,Full-time,Data Scientist,190000,US,0,US,Medium
582,2023,EN,Full-time,Data Scientist,120000,US,0,US,Medium
583,2023,MI,Full-time,Data Scientist,85066,GB,0,GB,Medium
585,2023,MI,Full-time,Data Scientist,109371,GB,0,GB,Medium
586,2023,MI,Full-time,Data Scientist,72914,GB,0,GB,Medium
588,2023,SE,Full-time,Data Engineer,111000,US,0,US,Medium
589,2023,EX,Full-time,Data Engineer,265000,US,0,US,Medium
590,2023,EX,Full-time,Data Engineer,235000,US,0,US,Medium
591,2023,EN,Full-time,Data Scientist,121093,CH,50,CH,Large
592,2022,MI,Full-time,Data Scientist,73546,DE,100,DE,Medium
595,2023,MI,Full-time,Data Engineer,75000,US,100,US,Medium
596,2023,MI,Full-time,Data Engineer,60400,US,100,US,Medium
603,2022,SE,Full-time,Lead Data Scientist,172309,IE,100,IE,Large
604,2023,MI,Full-time,Data Scientist,60093,AT,100,DE,Medium
605,2023,MI,Full-time,Data Analyst,83500,US,100,US,Medium
606,2023,MI,Full-time,Data Analyst,52500,US,100,US,Medium
607,2023,SE,Full-time,Data Scientist,201036,US,0,US,Medium
608,2023,SE,Full-time,Data Scientist,134024,US,0,US,Medium
609,2023,SE,Full-time,Data Analyst,165000,US,100,US,Medium
610,2023,SE,Full-time,Data Analyst,140000,US,100,US,Medium
611,2023,EN,Full-time,Data Engineer,62000,US,100,US,Medium
612,2023,EN,Full-time,Data Engineer,58000,US,100,US,Medium
613,2023,SE,Full-time,Data Scientist,172000,US,0,US,Medium
614,2023,SE,Full-time,Data Scientist,115000,US,0,US,Medium
615,2023,EN,Full-time,Data Engineer,125000,US,0,US,Medium
616,2023,EN,Full-time,Data Engineer,90000,US,0,US,Medium
617,2023,SE,Full-time,Data Engineer,163800,US,0,US,Medium
618,2023,SE,Full-time,Data Engineer,126000,US,0,US,Medium
621,2023,MI,Full-time,Data Engineer,90000,US,100,US,Medium
623,2023,SE,Full-time,Data Engineer,139500,US,0,US,Medium
624,2023,SE,Full-time,Data Engineer,109400,US,0,US,Medium
627,2023,MI,Full-time,Data Engineer,145000,US,0,US,Medium
628,2023,MI,Full-time,Data Engineer,120000,US,0,US,Medium
629,2023,SE,Full-time,Data Engineer,205600,US,0,US,Large
630,2023,SE,Full-time,Data Engineer,105700,US,0,US,Large
633,2023,SE,Full-time,Data Scientist,239748,US,0,US,Medium
634,2023,SE,Full-time,Data Scientist,159832,US,0,US,Medium
635,2023,SE,Full-time,Data Scientist,186300,US,100,US,Medium
636,2023,SE,Full-time,Data Scientist,102500,US,100,US,Medium
640,2023,SE,Full-time,Data Scientist,126000,US,0,US,Medium
641,2023,SE,Full-time,Data Architect,149040,US,100,US,Medium
642,2023,SE,Full-time,Data Architect,113900,US,100,US,Medium
643,2023,SE,Full-time,Data Engineer,153600,US,100,US,Medium
644,2023,SE,Full-time,Data Engineer,106800,US,100,US,Medium
645,2023,SE,Full-time,Data Engineer,172600,US,100,US,Medium
646,2023,SE,Full-time,Data Engineer,107900,US,100,US,Medium
647,2023,SE,Full-time,Data Analyst,180180,US,0,US,Medium
648,2023,SE,Full-time,Data Analyst,106020,US,0,US,Medium
649,2023,SE,Full-time,Data Architect,376080,US,100,US,Medium
650,2023,SE,Full-time,Data Architect,213120,US,100,US,Medium
653,2023,SE,Full-time,Data Analyst,206500,US,100,US,Medium
654,2023,SE,Full-time,Data Analyst,121600,US,100,US,Medium
655,2023,SE,Full-time,Data Engineer,260000,US,0,US,Medium
656,2023,SE,Full-time,Data Engineer,225000,US,0,US,Medium
657,2023,EX,Full-time,Data Engineer,194500,US,0,US,Medium
658,2023,EX,Full-time,Data Engineer,115500,US,0,US,Medium
659,2023,SE,Full-time,Cloud Database Engineer,170000,US,100,US,Large
660,2023,SE,Full-time,Applied Machine Learning Scientist,90000,US,100,US,Large
661,2023,EN,Full-time,Data Analyst,95000,US,100,US,Medium
662,2023,EN,Full-time,Data Analyst,70000,US,100,US,Medium
663,2023,SE,Full-time,Data Engineer,275000,US,0,US,Medium
665,2023,SE,Full-time,Data Analyst,115934,US,100,US,Medium
666,2023,SE,Full-time,Data Analyst,81666,US,100,US,Medium
669,2023,SE,Full-time,Machine Learning Engineer,150000,US,100,US,Medium
670,2023,SE,Full-time,Machine Learning Engineer,120000,US,100,US,Medium
671,2023,SE,Full-time,Research Engineer,200000,US,0,US,Medium
672,2023,SE,Full-time,Research Engineer,175000,US,0,US,Medium
673,2023,MI,Full-time,Data Analyst,206000,US,0,US,Medium
674,2023,MI,Full-time,Data Analyst,130000,US,0,US,Medium
675,2023,SE,Full-time,Data Architect,138000,GB,100,GB,Medium
676,2023,SE,Full-time,Data Architect,92000,GB,100,GB,Medium
677,2023,SE,Full-time,Data Manager,65000,CO,0,CO,Medium
678,2023,SE,Full-time,Data Manager,48000,CO,0,CO,Medium
679,2023,SE,Full-time,Data Analyst,110000,US,100,US,Medium
681,2023,SE,Full-time,Analytics Engineer,130000,US,0,US,Medium
682,2023,SE,Full-time,Analytics Engineer,87000,US,0,US,Medium
683,2023,MI,Full-time,Data Analyst,160000,US,0,US,Medium
684,2023,MI,Full-time,Data Analyst,112000,US,0,US,Medium
687,2023,SE,Full-time,Data Science Manager,299500,US,0,US,Medium
688,2023,SE,Full-time,Data Science Manager,245100,US,0,US,Medium
689,2023,MI,Full-time,Data Scientist,145000,US,0,US,Medium
690,2023,MI,Full-time,Data Scientist,100000,US,0,US,Medium
691,2023,SE,Full-time,Data Engineer,147100,US,0,US,Medium
693,2023,EN,Full-time,Data Engineer,115100,US,0,US,Medium
694,2023,EN,Full-time,Data Engineer,73900,US,0,US,Medium
695,2023,SE,Full-time,Data Engineer,168400,US,0,US,Medium
696,2023,SE,Full-time,Data Engineer,105200,US,0,US,Medium
703,2023,MI,Full-time,Data Analyst,100000,US,0,US,Medium
705,2023,MI,Full-time,Data Engineer,85066,GB,100,GB,Medium
706,2023,MI,Full-time,Data Engineer,57723,GB,100,GB,Medium
710,2023,MI,Full-time,Data Engineer,95000,US,0,US,Medium
713,2023,MI,Full-time,Financial Data Analyst,130000,US,100,US,Large
714,2023,SE,Full-time,Data Scientist,205000,US,0,US,Medium
718,2023,SE,Full-time,Research Scientist,141288,US,0,US,Medium
719,2023,SE,Full-time,Research Scientist,94192,US,0,US,Medium
720,2023,SE,Full-time,Data Infrastructure Engineer,184000,US,100,US,Medium
721,2023,SE,Full-time,Data Infrastructure Engineer,143000,US,100,US,Medium
723,2023,SE,Full-time,Data Analyst,55000,US,0,US,Medium
724,2023,SE,Full-time,Analytics Engineer,275300,US,100,US,Medium
725,2023,SE,Full-time,Analytics Engineer,183500,US,100,US,Medium
726,2023,MI,Full-time,Data Analyst,75000,US,100,US,Medium
727,2023,MI,Full-time,Data Analyst,65000,US,100,US,Medium
728,2023,MI,Full-time,ML Engineer,160000,US,0,US,Medium
729,2023,MI,Full-time,ML Engineer,147000,US,0,US,Medium
732,2023,MI,Full-time,Software Data Engineer,75020,SG,100,SG,Large
735,2023,MI,Full-time,Data Scientist,17022,IN,100,IN,Large
736,2023,EN,Full-time,AI Programmer,70000,IN,0,AU,Large
737,2023,EN,Full-time,AI Developer,80000,SE,50,SE,Medium
738,2023,MI,Full-time,Lead Data Analyst,18238,IN,50,IN,Large
740,2023,MI,Full-time,Machine Learning Engineer,150000,US,0,US,Medium
745,2023,EX,Full-time,Data Engineer,210914,US,100,US,Medium
746,2023,EX,Full-time,Data Engineer,116704,US,100,US,Medium
747,2023,EN,Full-time,Research Scientist,150000,US,0,US,Medium
748,2023,EN,Full-time,Research Scientist,100000,US,0,US,Medium
752,2023,EN,Full-time,Data Analyst,60000,US,100,US,Medium
753,2023,MI,Full-time,Analytics Engineer,185700,US,0,US,Medium
754,2023,MI,Full-time,Analytics Engineer,165000,US,0,US,Medium
757,2023,SE,Full-time,Data Analyst,169000,US,0,US,Medium
758,2023,SE,Full-time,Data Analyst,110600,US,0,US,Medium
759,2023,SE,Full-time,Data Operations Engineer,193000,US,100,US,Medium
760,2023,SE,Full-time,Data Operations Engineer,136850,US,100,US,Medium
761,2023,SE,Full-time,Machine Learning Engineer,139500,US,0,US,Medium
762,2023,SE,Full-time,Machine Learning Engineer,109400,US,0,US,Medium
763,2023,SE,Full-time,Data Engineer,276000,US,100,US,Medium
764,2023,SE,Full-time,Data Engineer,178500,US,100,US,Medium
765,2023,MI,Full-time,Data Scientist,59020,ES,0,ES,Medium
766,2023,MI,Full-time,Data Scientist,48289,ES,0,ES,Medium
767,2023,MI,Full-time,Data Engineer,75116,SI,100,SI,Medium
768,2023,MI,Full-time,Data Engineer,48289,SI,100,SI,Medium
769,2023,SE,Full-time,Machine Learning Engineer,195652,GB,0,GB,Medium
770,2023,SE,Full-time,Machine Learning Engineer,101228,GB,0,GB,Medium
771,2023,SE,Full-time,Data Engineer,136956,GB,0,GB,Medium
772,2023,SE,Full-time,Data Engineer,101228,GB,0,GB,Medium
775,2022,SE,Full-time,BI Developer,130000,US,100,US,Large
776,2021,MI,Full-time,Data Science Lead,150000,US,100,US,Medium
779,2023,SE,Full-time,ML Engineer,260000,CA,100,CA,Medium
780,2023,SE,Full-time,ML Engineer,110000,CA,100,CA,Medium
781,2023,SE,Full-time,Analytics Engineer,170000,US,100,US,Medium
782,2023,SE,Full-time,Analytics Engineer,130000,US,100,US,Medium
787,2023,SE,Full-time,Machine Learning Engineer,163800,US,0,US,Medium
788,2023,SE,Full-time,Machine Learning Engineer,126000,US,0,US,Medium
789,2023,MI,Full-time,Data Scientist,128750,US,0,US,Medium
790,2023,MI,Full-time,Data Scientist,106250,US,0,US,Medium
797,2023,EX,Full-time,Data Engineer,167500,US,0,US,Medium
798,2023,EX,Full-time,Data Engineer,106500,US,0,US,Medium
799,2023,SE,Full-time,Data Architect,188500,US,100,US,Medium
800,2023,SE,Full-time,Data Architect,117000,US,100,US,Medium
801,2023,SE,Full-time,Data Analyst,250000,US,100,US,Medium
802,2023,SE,Full-time,Data Analyst,138000,US,100,US,Medium
803,2023,MI,Full-time,Data Analyst,130000,CA,100,CA,Medium
804,2023,MI,Full-time,Data Analyst,100000,CA,100,CA,Medium
805,2023,SE,Full-time,Deep Learning Researcher,123405,DE,0,DE,Large
808,2023,SE,Full-time,BI Analyst,160000,US,0,US,Medium
809,2023,SE,Full-time,BI Analyst,135000,US,0,US,Medium
810,2023,MI,Full-time,Data Science Manager,104500,US,0,US,Medium
811,2023,MI,Full-time,Data Science Manager,70000,US,0,US,Medium
812,2023,MI,Full-time,Data Science Consultant,90000,US,0,US,Medium
813,2023,MI,Full-time,Data Science Consultant,70000,US,0,US,Medium
818,2023,MI,Full-time,Research Scientist,185000,US,100,US,Medium
819,2023,MI,Full-time,Research Scientist,125000,US,100,US,Medium
820,2023,SE,Full-time,Data Analyst,127000,US,100,US,Medium
821,2023,SE,Full-time,Data Analyst,94000,US,100,US,Medium
822,2023,SE,Full-time,Data Scientist,210550,US,0,US,Medium
823,2023,SE,Full-time,Data Scientist,153300,US,0,US,Medium
824,2023,MI,Full-time,Data Scientist,200000,US,100,US,Medium
825,2023,MI,Full-time,Data Scientist,150000,US,100,US,Medium
826,2023,SE,Full-time,Data Analyst,161500,US,100,US,Medium
827,2023,SE,Full-time,Data Analyst,119500,US,100,US,Medium
831,2023,SE,Full-time,Data Scientist,148750,US,0,US,Medium
832,2023,SE,Full-time,Data Analytics Specialist,105000,US,0,US,Medium
833,2023,SE,Full-time,Data Analytics Specialist,85000,US,0,US,Medium
834,2023,SE,Full-time,Research Scientist,215000,US,0,US,Medium
835,2023,SE,Full-time,Research Scientist,146300,US,0,US,Medium
836,2023,EN,Full-time,AI Developer,214618,DE,100,DE,Large
837,2023,MI,Full-time,Data Engineer,72000,MX,100,MX,Medium
838,2023,MI,Full-time,Data Engineer,60000,MX,100,MX,Medium
839,2023,SE,Full-time,Machine Learning Engineer,153400,US,0,US,Medium
840,2023,SE,Full-time,Machine Learning Engineer,122700,US,0,US,Medium
841,2023,MI,Full-time,Data Engineer,260000,US,0,US,Medium
842,2023,MI,Full-time,Data Engineer,175000,US,0,US,Medium
844,2023,SE,Full-time,Data Scientist,123900,US,100,US,Medium
845,2023,MI,Full-time,Research Scientist,340000,US,100,US,Medium
846,2023,MI,Full-time,Research Scientist,150000,US,100,US,Medium
849,2023,MI,Full-time,Data Engineer,250000,US,0,US,Medium
851,2023,MI,Full-time,Data Scientist,64385,FR,50,FR,Medium
852,2023,SE,Full-time,Data Analyst,185900,US,0,US,Medium
853,2023,SE,Full-time,Data Analyst,121700,US,0,US,Medium
856,2023,SE,Freelancer,Software Data Engineer,50000,NG,50,AU,Medium
857,2023,EN,Full-time,Data Analyst,100000,UZ,100,US,Large
860,2023,EX,Full-time,Data Engineer,310000,US,100,US,Medium
861,2023,EX,Full-time,Data Engineer,239000,US,100,US,Medium
862,2023,SE,Full-time,Data Analyst,125000,US,0,US,Medium
863,2023,SE,Full-time,Data Analyst,110000,US,0,US,Medium
864,2023,EN,Full-time,Data Analyst,150000,US,0,US,Medium
865,2023,EN,Full-time,Data Analyst,100000,US,0,US,Medium
866,2023,SE,Full-time,Data Scientist,149076,US,0,US,Medium
867,2023,SE,Full-time,Data Scientist,82365,US,0,US,Medium
876,2023,MI,Full-time,Data Analyst,97218,GB,0,GB,Medium
877,2023,MI,Full-time,Data Analyst,48609,GB,0,GB,Medium
880,2023,SE,Full-time,Data Analyst,95000,US,0,US,Medium
881,2023,SE,Full-time,Data Analyst,85500,US,0,US,Medium
889,2023,MI,Full-time,Data Scientist,97750,US,100,US,Medium
890,2023,SE,Full-time,Data Scientist,201000,US,0,US,Medium
891,2023,SE,Full-time,Data Scientist,122000,US,0,US,Medium
896,2023,MI,Full-time,Data Scientist,116990,US,100,US,Medium
897,2023,MI,Full-time,Data Scientist,82920,US,100,US,Medium
900,2023,MI,Full-time,Machine Learning Scientist,200000,US,0,US,Small
901,2023,MI,Full-time,Machine Learning Scientist,125000,US,0,US,Small
904,2023,SE,Full-time,Machine Learning Engineer,204500,US,0,US,Medium
905,2023,SE,Full-time,Machine Learning Engineer,142200,US,0,US,Medium
906,2023,SE,Full-time,Data Manager,155000,US,0,US,Medium
907,2023,SE,Full-time,Data Manager,140000,US,0,US,Medium
908,2023,MI,Full-time,Machine Learning Infrastructure Engineer,205920,US,0,US,Medium
909,2023,MI,Full-time,Machine Learning Infrastructure Engineer,171600,US,0,US,Medium
910,2023,SE,Full-time,Data Engineer,121500,US,100,US,Medium
911,2023,SE,Full-time,Data Engineer,78000,US,100,US,Medium
912,2023,MI,Full-time,Data Engineer,154000,US,0,US,Medium
913,2023,MI,Full-time,Data Engineer,116000,US,0,US,Medium
915,2023,SE,Full-time,Data Scientist,136000,US,0,US,Medium
916,2023,MI,Full-time,Data Analyst,78990,GB,100,GB,Medium
917,2023,MI,Full-time,Data Analyst,43809,GB,100,GB,Medium
918,2023,SE,Full-time,Data Analyst,180000,US,0,US,Medium
922,2023,SE,Full-time,Data Engineer,170000,US,0,US,Medium
924,2023,SE,Full-time,Data Engineer,154000,US,0,US,Medium
925,2023,SE,Full-time,Data Engineer,116000,US,0,US,Medium
928,2023,MI,Full-time,Data Engineer,200000,US,0,US,Medium
931,2023,SE,Full-time,Data Scientist,160000,US,100,US,Medium
932,2023,MI,Full-time,Data Engineer,127599,GB,0,GB,Medium
933,2023,MI,Full-time,Data Engineer,103294,GB,0,GB,Medium
934,2023,SE,Full-time,Data Engineer,153600,US,0,US,Medium
935,2023,SE,Full-time,Data Engineer,106800,US,0,US,Medium
939,2023,SE,Full-time,Data Scientist,156400,US,0,US,Medium
940,2023,SE,Full-time,Analytics Engineer,150000,US,0,US,Medium
941,2023,SE,Full-time,Analytics Engineer,120000,US,0,US,Medium
944,2023,SE,Full-time,Data Analyst,145000,US,100,US,Medium
958,2023,SE,Full-time,Data Scientist,260000,US,0,US,Medium
968,2023,EN,Full-time,Data Analyst,30000,IN,50,IN,Medium
969,2023,MI,Full-time,Research Scientist,185000,US,0,US,Medium
970,2023,MI,Full-time,Research Scientist,125000,US,0,US,Medium
971,2022,EN,Part-time,Data Analyst,34320,US,100,US,Small
972,2022,MI,Full-time,Business Data Analyst,9289,BR,100,BR,Medium
973,2023,SE,Full-time,Head of Data,75116,PT,100,PT,Large
974,2022,EX,Full-time,Data Science Manager,106000,UZ,0,RU,Large
975,2023,SE,Full-time,Data Analyst,175000,US,100,US,Medium
977,2023,SE,Full-time,Data Analyst,122000,US,100,US,Medium
978,2023,SE,Full-time,Data Analyst,93800,US,100,US,Medium
979,2023,SE,Full-time,Data Science Manager,150000,MX,100,MX,Medium
980,2023,SE,Full-time,Data Science Manager,90000,MX,100,MX,Medium
983,2023,EN,Full-time,Computer Vision Engineer,220000,US,0,US,Medium
984,2023,SE,Full-time,BI Data Analyst,71897,DE,100,DE,Medium
985,2023,EN,Full-time,AI Developer,64385,DE,0,DE,Medium
988,2023,SE,Full-time,Data Analyst,15806,IN,100,IN,Small
989,2023,MI,Full-time,Machine Learning Engineer,200000,US,0,US,Medium
990,2023,MI,Full-time,Machine Learning Engineer,175000,US,0,US,Medium
997,2023,MI,Full-time,Data Scientist,40000,FR,50,FR,Large
998,2023,SE,Full-time,Data Science Consultant,29453,TH,50,TH,Medium
1001,2023,SE,Full-time,Data Scientist,136000,US,100,US,Medium
1002,2023,SE,Full-time,Data Scientist,104000,US,100,US,Medium
1009,2023,SE,Full-time,Data Analyst,152380,US,0,US,Medium
1010,2023,SE,Full-time,Data Analyst,121904,US,0,US,Medium
1015,2023,SE,Full-time,Data Architect,168400,US,0,US,Medium
1016,2023,SE,Full-time,Data Architect,105200,US,0,US,Medium
1017,2023,SE,Full-time,Machine Learning Engineer,128280,US,0,US,Medium
1018,2023,SE,Full-time,Machine Learning Engineer,106900,US,0,US,Medium
1019,2022,SE,Full-time,Lead Data Scientist,192000,US,100,US,Large
1021,2023,MI,Full-time,Data Engineer,100000,US,0,US,Medium
1022,2023,SE,Full-time,Research Engineer,107309,DE,100,DE,Small
1023,2023,SE,Full-time,Research Engineer,85847,DE,100,DE,Small
1024,2023,SE,Full-time,Machine Learning Engineer,275000,DE,0,DE,Medium
1025,2023,SE,Full-time,Machine Learning Engineer,174000,DE,0,DE,Medium
1030,2023,SE,Full-time,Data Analyst,170500,US,100,US,Medium
1031,2023,SE,Full-time,Data Analyst,85000,US,100,US,Medium
1032,2023,SE,Full-time,Data Manager,72946,GB,0,GB,Medium
1033,2023,SE,Full-time,Data Manager,54365,GB,0,GB,Medium
1034,2023,EX,Full-time,Head of Data Science,160288,GB,0,GB,Medium
1035,2023,EX,Full-time,Head of Data Science,127467,GB,0,GB,Medium
1036,2023,SE,Full-time,Data Engineer,80000,US,0,US,Medium
1037,2023,SE,Full-time,Data Engineer,65000,US,0,US,Medium
1038,2023,SE,Full-time,Data Engineer,124740,US,0,US,Medium
1039,2023,SE,Full-time,Data Engineer,65488,US,0,US,Medium
1040,2023,SE,Full-time,Data Quality Analyst,72200,US,0,US,Medium
1041,2023,SE,Full-time,Data Quality Analyst,64980,US,0,US,Medium
1044,2023,SE,Full-time,Data Analyst,179975,US,100,US,Medium
1045,2023,SE,Full-time,Data Analyst,86466,US,100,US,Medium
1047,2023,SE,Full-time,Data Engineer,90000,US,0,US,Medium
1048,2023,MI,Full-time,Insight Analyst,51039,GB,0,GB,Medium
1049,2023,MI,Full-time,Insight Analyst,42533,GB,0,GB,Medium
1054,2023,SE,Full-time,Data Science Manager,175000,US,0,US,Medium
1055,2023,SE,Full-time,Data Science Manager,120000,US,0,US,Medium
1056,2023,SE,Full-time,Data Analyst,230000,US,0,US,Medium
1061,2023,SE,Full-time,Data Manager,120000,US,0,US,Medium
1062,2023,SE,Full-time,Machine Learning Infrastructure Engineer,205920,US,0,US,Medium
1063,2023,SE,Full-time,Machine Learning Infrastructure Engineer,171600,US,0,US,Medium
1066,2023,SE,Full-time,Data Engineer,265000,US,0,US,Medium
1068,2023,MI,Full-time,Applied Machine Learning Engineer,130000,US,0,US,Medium
1069,2022,EN,Full-time,Data Scientist,168000,US,100,US,Medium
1070,2023,MI,Full-time,AI Scientist,38631,ES,50,ES,Large
1075,2023,SE,Full-time,Data Engineer,167580,US,0,US,Medium
1076,2023,SE,Full-time,Data Engineer,87980,US,0,US,Medium
1077,2023,SE,Full-time,Data Engineer,202000,US,100,US,Medium
1078,2023,SE,Full-time,Data Engineer,135000,US,100,US,Medium
1083,2023,SE,Full-time,Data Engineer,104000,US,100,US,Medium
1084,2023,SE,Full-time,Data Engineer,65000,US,100,US,Medium
1085,2023,SE,Full-time,Research Engineer,230000,US,0,US,Medium
1086,2023,SE,Full-time,Research Engineer,148000,US,0,US,Medium
1087,2023,SE,Full-time,Machine Learning Engineer,269000,CA,100,CA,Medium
1088,2023,SE,Full-time,Machine Learning Engineer,158000,CA,100,CA,Medium
1089,2023,SE,Full-time,Analytics Engineer,197000,US,0,US,Medium
1090,2023,SE,Full-time,Analytics Engineer,106000,US,0,US,Medium
1091,2023,MI,Full-time,Deep Learning Engineer,150000,US,100,US,Medium
1092,2023,MI,Full-time,Deep Learning Engineer,100000,US,100,US,Medium
1093,2023,SE,Full-time,Data Engineer,290000,US,100,US,Medium
1094,2023,SE,Full-time,Data Engineer,210000,US,100,US,Medium
1095,2023,SE,Full-time,Data Engineer,192000,US,0,US,Medium
1096,2023,SE,Full-time,Data Engineer,172800,US,0,US,Medium
1097,2023,SE,Full-time,Data Scientist,300240,US,0,US,Medium
1098,2023,SE,Full-time,Data Scientist,200160,US,0,US,Medium
1101,2023,SE,Full-time,Analytics Engineer,175000,US,0,US,Medium
1102,2023,SE,Full-time,Analytics Engineer,140000,US,0,US,Medium
1103,2023,SE,Full-time,Data Manager,169000,US,0,US,Medium
1104,2023,SE,Full-time,Data Manager,100000,US,0,US,Medium
1105,2023,SE,Full-time,Data Scientist,370000,US,0,US,Medium
1107,2023,MI,Full-time,Data Engineer,115447,GB,100,GB,Large
1108,2023,SE,Full-time,Data Analyst,110000,US,100,US,Small
1109,2023,SE,Full-time,Data Analyst,80000,US,100,US,Small
1110,2023,EN,Full-time,Data Analyst,55000,US,0,US,Medium
1111,2023,EN,Full-time,Data Analyst,48000,US,0,US,Medium
1113,2023,SE,Full-time,Data Analyst,85000,US,0,US,Medium
1114,2023,SE,Full-time,Data Engineer,137500,US,100,US,Medium
1115,2023,SE,Full-time,Data Engineer,81500,US,100,US,Medium
1116,2023,SE,Full-time,Machine Learning Engineer,323300,US,0,US,Medium
1117,2023,SE,Full-time,Machine Learning Engineer,184700,US,0,US,Medium
1118,2021,MI,Full-time,AI Scientist,30000,GH,0,GH,Small
1119,2023,SE,Full-time,Machine Learning Engineer,186000,US,100,US,Medium
1120,2023,SE,Full-time,Machine Learning Engineer,153088,US,100,US,Medium
1121,2023,MI,Full-time,Data Infrastructure Engineer,190000,US,100,US,Medium
1122,2023,MI,Full-time,Data Infrastructure Engineer,160000,US,100,US,Medium
1123,2023,SE,Full-time,Machine Learning Engineer,200000,US,100,US,Medium
1125,2023,MI,Full-time,Data Infrastructure Engineer,190000,US,0,US,Medium
1126,2023,MI,Full-time,Data Infrastructure Engineer,183310,US,0,US,Medium
1127,2023,SE,Full-time,Machine Learning Engineer,240000,US,100,US,Medium
1128,2023,SE,Full-time,Machine Learning Engineer,180000,US,100,US,Medium
1133,2023,SE,Full-time,Data Engineer,144000,US,100,US,Medium
1134,2023,SE,Full-time,Data Engineer,66000,US,100,US,Medium
1135,2023,MI,Full-time,Machine Learning Engineer,148500,US,0,US,Medium
1136,2023,MI,Full-time,Machine Learning Engineer,126277,US,0,US,Medium
1137,2023,SE,Full-time,Data Architect,228000,US,0,US,Medium
1138,2023,SE,Full-time,Data Architect,120000,US,0,US,Medium
1139,2023,SE,Full-time,Machine Learning Software Engineer,180000,US,0,US,Medium
1140,2023,SE,Full-time,Machine Learning Software Engineer,90000,US,0,US,Medium
1141,2023,SE,Full-time,Data Scientist,126500,US,0,US,Medium
